TYPE	WHO	LANGID	BORN PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
original	anonymous	en_US3	Connecticut, USA	spear, sword, gun, armament, halberd, polearm, poleax, lance, cat-gutter, cannon, napoleons, demilune, ax, tank, dirk, knife, words, claymore, grenade, mine, trebuchet, catapult, AK-47, PP7, pistol	tulip, daisy, dandelion, asters, bluebells, apple tree, forget-me-not, goldenrod, roses, sea rose, red clover, clovers, gingko, fleur-de-lis, lillies, Lady's Slipper, elanor, simbelmyne, water lillies, lotus, heather, thistle, lavender, forsythia, magnolia	ukulele, guitar, flute, pipes, bagpipes, piano, pianoforte, organ, trumpet, trombone, clarinet, oboe, sitar, keyboard, computer, drums, maraca, tambourine, bongos, djembas, vocal chords, french horn, horn, violin, okarina	Stinkbug, ant, praying mantis, dragonfly, Brown Marmorated Stinkbug, Boxelder Bug, Emerald Ashborer, caterpillar, moths, butterflies, waterbug, rolly-polly, pillbug, woodlouse, lice, fleas, stickbug, Junebug, dung beetle, beetle, scarab, darters, flies, gnats, midges	girlfriends, spring, music, love, peace, respite, poetry, sun, birds, nature, yellow, clothing, kindness, joy, wonder, exhilaration, warmth, overcoming, puppies, bed, sleep, food, friends, hiking, mountains	shit, distaste, hunger, war, famine, diarrhea, urine, hatred, suffering, miasma, car crash, death, fear, angst, anxiety, monomania, loneliness, sadness, depression, catatonia, privation, rancid, maggots, festering, putrescence
original	anonymous	en_US4	Palo Alto, USA	gun, knife, spear, rifle, cannon, mace, lance, dagger, arrow, pistol, machine gun, warhammer, axe, scimitar, numchucks, slingshot, catapult, trebuchet, ak-47, kalashnikov, bomb, grenade, missile, rocket, molotov cocktail	lily, daisy, rose, tulip, daffodil, agapanthus, violet, pansy, nasturtium, chrysanthemum, bird of paradise, crocus, orchid, carnation, foxglove, lupin, narcissus, bougainvillea, sunflower, dandelion, poppy, gladiolus, hyacinth, lily of the valley, hibiscus	piano, violin, viola, cello, double bass, bass guitar, guitar, electric guitar, flute, oboe, clarinet, piccolo, french horn, trumpet, trombone, tuba, sousaphone, drums, cymbal, triangle, timpani, harp, bagpipe, lute, organ	ant, ladybug, worm, earthworm, roly poly, grasshopper, spider, fly, fruit fly, wasp, bee, hornet, firefly, bedbug, earwig, horsefly, yellowjacket, fire ant, black widow, tarantula, beetle, scarab, bug, cockroach, termite	ocean, sunshine, travel, light, smile, flowers, nature, sleep, love, cuddles, warmth, colors, music, chocolate, wine, laughter, gifts, games, jokes, fragrant, cozy, summer, vacation, activity, reading	war, death, fear, hatred, betrayal, lies, darkness, cheating, arguments, explosions, dictatorship, oppression, authoritarianism, selfishness, narcissism, hurtful, pain, blood, stabbing, wound, nightmares, loneliness, tears, crying, boredom
original	anonymous	en_US5	Chattahoochee, Florida, USA	bow and arrow, crossbow, knife, sword, machete, switch blade, cannon, air rifle, pistol, gun, trebuchet, grenade, bomb, musket, axe, steak knife, broken bottle, whip, night stick, taser, spear, brass knuckles, machine gun, revolver, hammer	daisy, rose, wisteria, honey suckle, violet, petunia, morning glory, iris, orchid, lily, tulip, magnolia, gardenia, foxglove, zinnia, azalea, queen anne's lace, black-eyed susan, sunflower, wild flower, chrysanthemum, hydrangea, poppy, forget-me-not, daffodil	guitar, ukele, piano, harmonica, harp, violin, bass, saxophone, flute, cello, banjo, lute, harpsichord, organ, tuba, french horn, trumpet, drums, oboe, cymbals, tambourine, fiddle, kazoo, washboard, spoons	fire ant, sugar ant, bumble bee, hornet, wasp, black widow spider, gnat, fly, horsefly, tiger ant, cow ant, cockroach, palmetto bug, georgia thumper, banana spider, mayfly, butterfly, moth, brown recluse, carpenter bee, katydid, firefly, mosquito, cicada, beetle	chocolate, ice cream, hugs, kisses, sweet, considerate, thoughtful, warm, cozy, content, soul food, sunshine, beach, hammock, cool, fall, summer, nature, knitted, peaceful, cuddle, love, happiness, moonlight, fireplace	bugs, mosquitos, racism, hate, sickness, pain, drama, lies, gore, horror, teenagers, screaming, garbage, capitalism, greed, billionaires, alligators, rednecks, torture, waxing, sunburn, hangovers, nausea, pregnancy, traffic
original	anonymous	es_CO1	Medellin, Colombia	flecha, cuchillo, pistola, cañón, rifle, ametralladora, hacha, misil, catapulta, guillotina, bolillo, granada, lanza granadas, mina, pólvora, dinamita, bomba, torpedo, tanque de guerra, mortero, bomba molotov, veneno, fusil, changón, látigo	horensia, tulipán, orquídea, lirios, anturios, cartuchos, rosas, girasoles, crisantemos, aves del paraíso, dalias, margaritas, claveles, lavanda, narcisos, begonias, geranios, violetas, pensamientos, gladiolos, siempre vivas, araucarias, agapantos, jazmín, petunia	guitarra, cuatro, violín, viola, violonchello, piano, clarinete, flauta traversa, fagot, oboe, contrabajo, batería, trombón, tuba, saxofón, bajo, corno inglés, tompeta, xilófono, triángulo, clave, arpa, platillos, acordeón, gaita	zancudo, mosco, grillo, araña, cucaracha, cucarrón, libélula, mariposa, oruga, gusano, lombriz, caracol, mariquita, hormiga, avispa, abeja, termita, escarabajo, abejorro, pulga, garrapata, luciérnaga, zángano, cienpiés, ácaro	felicidad, paz, alegría, bienestar, calma, sociego, hermandad, familia, unión, compartir, descansar, disfrutar, tranquilidad, harmonía, salud, quietud, seguridad, solvencia, convicción, ganas, curiosidad, honestidad, agradecimiento, compasión, amistad	guerra, resquemor, rencor, avaricia, venganza, dolor, daño, irresponsabilidad, inseguridad, rabia, egoísmo, insulto, irrespeto, desespero, testarudo, enfrentamiento, pelea, conflicto, indiferencia, injusticia, mentiras, impaciencia, enfermedad, tortura, tristeza
original	anonymous	es_CO2	Cali, Colombia	cuchillo, machete, espada, tanque, granada, aturdidora, pistola, fierro, revolver, ametralladora, rifle, bomba, carro bomba, minas antipersonas, navaja, venom, lanza granadas, hacha, taser, escopeta, petardo, fusil, cañón, bayoneta, gases	violeta, margarita, rosas, azucenas, veraneras, orquídeas, claveles, geranios, tulipanes, cartucho, flor de navidad, girasol, heliconias, hibiscos, alelies, lilias, lirios, gerberas, gladiolos, anturios, hortensias, dalias, ave del paraiso, crisantemos, orquídea zapatico	piano, guitarra, bateria, flauta, marimba, guiro, campana, timbales, bongos, maracas, trompeta, saxofón, violín, lira, tambores, gaita, acordeon, arpa, clave, bajo, violonchelo, congas, guitarra electrica, charango, zampoña	mariposa, hormiga, cucaracha, saltamontes, zancudo, mosquito, mosca, cienpies, escorpión, babosa, sanguijuela, oruga, mariquita, cucarrón, termitas, libelula, araña, culebra, garrapata, ladilla, abeja, avispa, chinche, gusanos, tijeretas	postre, nadar, bailar, abrazo, amor, caricias, tranquilidad, cariño, familia, amigos, montañas, río, campo, atardeceres, comida de mamá, pasión, entusiasmo, dormir, descansar, viajar, arroz con pollo, helado, mar, reir, música	horror, guerra, muerte, violencia, intolerancia, olor a basura, enfermedad, tristeza, discutir, mugre, desaliento, rabia, cansancio, dolor, fetido, intranquilidad, estrés, incómodo, sangre, heridas, soledad, angustia, deseperación, ansiedad, odio
original	anonymous	es_EC1	Quito, Ecuador	ballesta, arco y flecha, pistola, espada, cuchillo, cimitarra, lanza, fusil, metralleta, granada, cañón, mortero, bazuca, rifle de francotirador, lanzagranadas, lanzallamas, mina, honda, catapulta, daga, navaja, sable, katana, machete, misil	amapolas, azucenas, begonias, claveles, crisantemos, dalia, girasoles, geranios, orquídeas, tulipanes, violeta, rosa, lirio, margarita, hortensias, manzanilla, petuñas, lavanda, jazmín, diente de león, jacinto, cardo, verbena, flor de loto, astroemeria	arpa, armónica, bajo, chelo, violín, piano, charango, guitarra, pandereta, tambor, platillos, bombos, clave, maracas, rondador, xilófono, melódica, acordeón, campana, clarinete, saxofón, trombón, trompeta, corneta, flauta	abejas, abejorros, arañas, avíspa, escarabajo, mariquita, mantis, cucarachas, luciérnagas, cigarras, grillos, cien pies, escorpión, saltamontes, insecto palo, oruga, mosca, pulgones, hormigas, zancudos, mariposas, libélula, tijeretas, alacrán, piojo	viajar, comer, dormir, leer, jugar, mirar, reir, soñar, bailar, pensar, tocar, experimentar, saborear, acariciar, amar, recibir, regalar, expresar, sentir, volar, lucir, comprar, brillar, visitar, ayudar	odiar, herir, mentir, asaltar, matar, fumar, destruir, pecar, mezquinar, ocultar, engañar, ignorar, despreciar, bullying, difamar, desprestigiar, reprochar, castigar, maltratar, torturar, secuestrar, denigrar, descuidar, desquitar, ocultar
original	anonymous	es_EC2	família Ecuador	pistola, cuchillo, escopeta, ametralladora, fusil, revólver, lanza, arco y flecha, maza, espada, tridente, navaja, daga, puñal, pistolete, colt, cañón, bazuca, martillo, carabina, metralleta, hacha, misiles, escudo, armadura 	rosa, tulipán, dalia, lavanda, clavel, hortensia, crisantemo, petunia, cempasúchil, copihue, jasmín, girasol, orquídea, loto, amapola, caléndula, campanilla, fresia, hortensia, violeta, magnolia, fuchsia, alfalfa, iris, romero	guitarra, piano, flauta, trombón, batería, violín, arpa, armónica, trompeta, maracas, tambor, clarinete, marimba, ocarina, claves, caja, sicu, saxofón, castañuelas, mandolina, xilófono, banjo, tuba, platillo, triángulo	abeja, mariposa, mosca, hormiga, libélula, avispa, abejorro, mantis religiosa, sancudos, escarabajo, grillo, gusano, saltamontes, oruga, termita, piojo, garrapata, luciérnaga, cucaracha, lombriz, ciempiés, chinche, insecto palo, tarántula, araña	diversidad, tierra, gratitud, belleza, felicidad, lindo, agua, mar, fértil, riqueza, inteligencia, familia, amigos, amor, oportunidad, aire, sano, salud, libertad, oro, idiomas, chocolate, rico, plantas, calor	oscuridad, frío, sequía, lava, pobreza, seco, pobre, fuego, violencia, inigualdad, corrupción, muerte, armas, guerra, contaminación, smog, sucio, suicidio, humo, volcán, ladrones, enfermedad, enfermo, muerto, silencio
original	anonymous	es_ES1	Barcelona, Catalonia	pistola, ametralladora, rifle, espada, cuchillo, cañón, hacha, guillotina, granada, navaja, flecha, florete, machete, bomba, misil, revólver, mosquete, lanzallamas, metralleta, lanza, katana, puñal, daga, mortero, escopeta	violeta, rosa, azucena, margarita, geranio, tulipán, lila, girasol, clavel, gardenia, crisantemo, iris, hortensia, magnolia, flor de loto, amapola, orquídea, narciso, gladiolo, begonia, kalanchoe, buganvilla, petunia, jazmín, dalia	piano, guitarra, flauta, violín, contrabajo, bajo, viola, tambor, batería, saxofón, órgano, teclado, trompeta, trombón, castañuelas, acordeón, xilófono, arpa, bombo, tuba, pandereta, violonchelo, harmónica, bongo, platos	araña, mosquito, mosca, abeja, abejorro, garrapata, chinche, hormiga, cucaracha, paparra, escarabajo, escorpión, pulga, mariposa, polilla, piojo, grillo, saltamontes, termita, pulgón, mantis religiosa, avispa, libélula, cigarra, mariquita	alegría, felicidad, sonrisa, deporte, amistad, charla, fiesta, paz, amor, diversión, naturaleza, música, lectura, excitación, deporte, victoria, reto, masaje, cine, paseo, bosque, compañía, perfume, tranquilidad, abrazo	muerte, dolor, pena, tristeza, horror, daño, gritos, ruido, estrés, robo, asalto, insulto, traición, mentira, sangre, guerra, maltrato, agresión, tortura, engaño, hedor, excrementos, castigo, bronca, pena
original	anonymous	es_ES2	Málaga, Spain	pistola, cuchillo, navaja, rifle, escopeta, granada, bomba, espada, hacha, guadaña, lanza, alabarda, revólver, daga, estoque, fusil, mosquete, ametralladora, falcata, machete, mandoble, puñal, bayoneta, flecha, maza	rosa, clavel, margarita, dama de noche, pensamiento, jazmín, hortensia, tulipán, girasol, bugambilia, geranio, flor de cerezo, ciclamen, amapola, azafrán, ave del paraíso, lirio, azalea, orquídea, crisantemo, flor de loto, gitanilla, cala, gardenia, lavanda	guitarra, piano, violín, batería, tambor, bajo, viola, violoncelo, clarinete, trompeta, tuba, flauta, trombón, contrabajo, triángulo, saxofón, laúd, órgano, flauta travesera, pandereta, acordeón, arpa, zambomba, gaita, harmónica	mosca, mosquito, araña, saltamontes, abeja, avispa, tábano, alúa, hormiga, termita, escarabajo, cochinilla, bicho de plata, cucaracha, polilla, mariposa, grillo, libélula, cigarra, piojo, pulga, chinche, mariquita, mantis, luciérnaga	amor, comida, fiesta, descanso, viaje, playa, sol, mar, brisa, calma, familia, amigos, deporte, juegos, cariño, alegría, música, baile, celebración, canción, sorpresa, compañía, solidaridad, respeto, luz	violencia, oscuridad, lluvia, frío, nubes, viento, calor, odio, egoísmo, envidia, burla, humillación, abuso, manipulación, mentira, pereza, soberbia, avaricia, superficialidad, insulto, soledad, acoso, ruido, contaminación, suciedad
original	anonymous	es_ES3	Barcelona, Spain	pistola, navaja, cuchillo, escopeta, revólver, fusil, cañón, bomba, carabina, ametralladora, metralleta, daga, espada, sable, puñal, flecha, guadaña, machete, maza, estilete, lanza, tridente, látigo, lanza, ballesta	amapola, girasol, cactus, lirio, orquídea, campanilla, tulipán, rosa, petunia, azucena, clavel, lavanda, jazmín, margarita, crisantemo, violeta, jacinto, anémona, diente de león, zarzamora, iris, agapanto, nenúfar, hortensia, geranio	piano, trompeta, violín, viola, violoncelo, contrabajo, arpa, saxo, trombón, trompa, clarinete, fagot, flauta, flautín, tambor, gong, oboe, tuba, guitarra, batería, platillos, corneta, corno inglés, laúd, banjo	mosca, mosquito, abeja, abejorro, tábano, libélula, escarabajo, mariquita, saltamontes, araña, hormiga, polilla, pulga, garrapata, escorpión, chinche, termita, grillo, tijereta, luciérnaga, mariposa, gusano, cigarra, mantis, piojo	sonrisa, abrazo, amistad, amor, felicidad, masaje, optimismo, positividad, compartir, encantador, cariñoso, afable, amable, adorable, dulce, bueno, placentero, atrayente, complaciente, simpático, simpática, alegre, afectuoso, interesante, grato 	miedo, fastidioso, antipático, molesto, incómodo, desapacible, irritante, repugnante, repulsivo, asqueroso, odioso, odio, enfadarse, repelente, hedor, vómito, nauseabundo, sucio, mugriento, cerdo, marrano, hez, hediondo, maloliente, temor
original	anonymous	es_MX1	Ciudad de México, México 	pistola,resortera,metralleta,arco y flecha,catapulta,misil,piedra,puñal,navaja,onda,espada,florete,sable,bomba molotov,macana,lanza,látigo,cachiporra,tirachinas,chacos,cañón,rifle,boxer,escopeta,tiramocos	nochebuena,rosa,margarita,azucena,lili,tulipán,girasol,nube,clavel,cempasuchitl,flor de calabaza,manzanilla,azahar,jamaica,azalea,violeta,orquídea,alcatraz,bugambilia,jazmín,magnolia,caléndula,dália,hortensia,crisantemo	piano,trompeta,sintetizador,flauta,clarinete,violín,viola,contrabajo,arpa,acordeón,guitarra,bajo,batería,triángulo,timbal,saxofón,flautín,tambor,marimba,guitarrón,maracas,caracol,armónica,clavicordio,trombón	hormiga,cucaracha,chapulín,mosco,mosca,araña,tarántula,abeja,abejorro,avispa,libélula,catarina,mantis religiosa,alacrán,escorpión,piojo,pulga,polilla,caballito del diablo,cienpiés,milpiés,cara de niño,mariposa,palomilla,escarabajo	suave,cálido,fresco,armónico,amable,espacioso,dulce,gracioso,interesante,sorprendente,memorable,tierno,tranquilidad,descanso,divertido,relajante,rico,cordial,triunfo,emocionante,exito,solidario,amistoso,bonito,sutil	áspero,estruendoso,amargo,decepcionante,apestoso,inalcanzable,agresivo,ofensivo,mojado,debastado,desolador,desordenado,injusto,carencia,traición,estancamiento,abandono,enfermedad,padecimiento,peligroso,doloroso,molesto,hostil,hiriente,fraudulento
original	anonymous	es_MX2	Ciudad de México, México 	cuchillo, pistola, cañón, tijeras, cutter, flecha, revólver, resortera, navaja, espada, daga, escopeta, hacha, rifle, arco, piedra, lanza, filero, encendedor, botellas de vidrio, martillo, manos, lanzallamas, bomba nuclear, bomba molotov	gardenia, rosa, geranio, jacinto, orquídea, pensamiento, begonia, clavel, narciso, anturio, tulipán, lillys, amapola, nube, malbón, perrito, gerbera, crisantemo, aretillo, cempasúchil, nochebuena, azucena, dalia, margarita, girasol	flauta, guitarra, ukulele, piano, violín, arpa, saxofón, armónica, acordeón, violoncello, trompeta, trombón, marimba, maracas, triángulo, xilófono, clarinete, timbal, batería, pandero, castañuelas, tambor, bongo, gaita, contrabajo	mariposa, oruga, abeja, abejorro, libélula, escarabajo, mosco, mosca, mantis, caracol, babosa, cienpiés, milpies, avispa, araña, cucaracha, alacrán, escorpión, lombriz, hormiga, grillo, chapulín, catarina, chinche, pulga	libros, café, chocolate, tacos, juegos de mesa, gatos, amor, abrazos, besos, películas, series, navidad, paz, siesta, descanso, caricias, sueño, viajar, vacaciones, plantas y flores, fotografías, recuerdos, joyería, risas, música	odio, guerra, insomnio, estrés, mareos, golpes, ruido, malestar, gritos, diarrea, gastritis, colitis, estreñimiento, sensación pegajosa, comezón, dolor, ira, resentimiento, faltas de respeto, vandalismo, juicios, armas, escozor, coladeras, mal olor
original	anonymous	es_BO1	Cochabamba, Bolivia	pistola, fusil, rifle, espada, daga, cuchillo, arco y flecha, escudo, honda, ballesta, piedra, teaser, spray para ojos, bomba, bomba molotov, palos, flecha, sable, katana, nunchaco, manopla, estrella, dardo, misil, granada	rosa, jazmín, gladiolo, lirio, azucena, margarita, girasol, tulipán, orquídea, kantuta, patujú, alcachofa, pensamientos, cartucho, flor de liz, geranio, manzanilla, clavel, flor de cerezo, crisantemos, hortensia, magnolia, santa rita, vainilla, arete de la reina	violín, viola, violoncello, contrabajo, piano, trompeta, bombo, tambor, flauta traversa, flauta dulce, trombón, saxofón, teclado, guitarra, guitarra eléctrica, tuba, fagot, quena, zampoña, charango, cuatro, xilófono, órgano, oboe, triángulo	araña, mosca, mosquito, mariquita, zancudo, garrapata, waka waka, tarántula, ácaro, pulga, tábano, vinchuca, cucaracha, hormiga, mantis religiosa, polilla, mariposa, chanchito, saltamontes, grillo, libélula, sica sica, lombriz, abeja, avispa	comer, dormir, fuego de fogata, jugar, masajes, música, abrazar, cantar, ver películas, volleyball, recibir un regalo, acariciar, besar, cocinar, ir de excursión, tener una idea feliz, viajar, vacaciones, sexo, sentirse apreciado, amistad, nadar, ducharse, reir, teatro	caca, pis, insectos, deberes, burocracia, pagar cuentas, gritos, pelear, violencia, dictadura, totalitarismo, muerte, sangre, destrucción, abuso, burocracia, pobreza, sufrimiento, dolor, enfermedad, trancadera, aburrimiento, ansiedad, encierro, contaminación
original	anonymous	fa1	Tehran, Iran	تفنگ, توپ, چماق, زنبورک, لگد, کمان, مسلسل, تپانچه, تیربار, تانک, ضدهوایی, نارنجک, زعاف, کلت, موزر, رولور, طارق, تفنگ بادی, گاز اشک‌آور, چاقو, بمب صوتی, باتوم برقی, کوکتل مولوتف, شمشیر, خنجر	ارکیده, ارغوان, آفتاب گردان, آلاله, بابونه, مریم, رز, اقاقیا, نرگس, بنفشه, زنبق, شب بو, شقایق, لاله, لادن, میخک, مینا, پامچال, رعنا, یاسمن, یاس, لیلیان, سوسن, نیلوفر, کوکب	تار, سه‌تار, تنبور, چنگ, گیتار, ویولن, دیوان, رباب, قانون, ویولن آلتو, سنتور, سی‌تار, دنبک, جاز, ارگ, پیانو, عود, ساکسیفون, نی, کمانچه, فلوت, دف, آکوردئون, ویولن‌سل,سازدهنی	زنبورعسل, پشه, مگس, خرمگس, سوسک, ملخ, سوسک, آخوندک, شته, ساس, بید, موریانه, کک, کفش دوزک, خرچسونه, سنجاقک, زنجره, دم‌جنبانک, مگس میوه زینتی, زنجرک سیب زمینی, سوسک برگخوار غلات, کرم درخت, سوسک خاپرا, ملخ چغندر قند, کرم قوزه پنبه	عشق, دوستی, رفاقت, صداقت, فداکاری, استراحت, خانواده, دوست, رفیق, سفر, پاکی, آرامش, لذت, همنوعی, عدالت, تفریح, کار, آرامش, صلح, همکاری, خنده, شادی, لبخند, یار, یاوری	کینه, حسادت, دشمنی, نفرت, کین, عداوت, بغض , تیرگی, تنها, جنگ, گریه, غم, غمبار, ترک, جدایی, تکرار, تبعیض, پرخاش, جدل, دعوا, فریاد, فحش, آزار, قلدری, بیزاری
original	anonymous	fa2	Tehran, Iran	چاقو, نانچییکو, قمه, شمشیر, نیزه, تیروکمان, هفت تیر, تفنگ, مسلسل, تانک, موشک, بمب, مین, آر پی جی, تپانچه, کلت, فلاخن, گرز, هواپیمای جنگی, نفربر, نارنجک, زیردریایی جنگی, ناو جنگی, چماق, راکت انداز	رز, محمدی, نرگس, لاله, میخک, شیپوری, اقاقی, سنبل, نیلوفر, یاس, ارکیده, سوسن, مریم, شب بو, میمونی, یخ, لیلیوم, داوودی, آفتاب گردان, شبنم, آنتوریوم, شبدر, رازقی, ارغوان, بنفشه	پیانو, گیتار, تار, ستار, کمانچه, ویولن, نی, فلوت, آکاردئون, سازدهنی, ساکسیفون, ترومپت, چنگ, تنبک, طبل, دف, زنبورک, شیپور, کیبرد, ابوا, عود, پرکاشن, قیچک, قانون, تنبور	سوسک, پشه, مگس, کک, ساس, آخوندک, عنکبوت, رتیل, مورچه, موریانه, زنبور, ملخ, شته, بید, سنجاقک, کفشدوزک, شب پره, خرچسونه, خرمگس, کرم, پروانه, زنجره, مگس میوه,هزارپا , دم جنبانک	خوبی, خوشی, مهربانی, صداقت, آزادی, شادی, راستی, درستی, محبت, عشق, بخشندگی, عدالت, نیکی, حقیقت, پاکی, آرامش, لذت, تفریح, شکوه, عظمت, زیبایی, تندرستی, شجاعت, سلامتی, مثبت	بدی, ناخوشی, نامهربانی, دروغ, اسارت, غم, غصه, نادرستی, نفرت, خشونت, جنگ, بی عدالتی, ذلت, پلیدی, شرم, تاریکی, آلودگی, پلشتی, بیماری, فقر, مصیبت, فلاکت, نادانی, خیانت, سختی
original	anonymous	fr	Paris, France	épée, javelin, pistolet, couteau, hache, mitraillette, fusil, katana, lance-pierres, arc, flèche, trident, lance, obus, bombe, canon, revolver, missile, lance-roquette, dynamite, explosifs, char d'assaut, bélier, catapulte, mine	marguerite, rose, bleuet, edelweis, dahlia, géranium, hortensia, lila, lys, pétunia, tournesol, tulipe, orchidée, muguet, coquelicot, pissenlit, bouton d'or, hybiscus, glaïeul, clematite, violette, paquerette, myosotis, mimosa, bégonia	piano, guitare, flûte, triangle, basse, harpe, violon, contrebasse, violoncelle, tambour, percussions, orgue, clavecin, thérémine , basson, accordéon, harmonica, ukulele, clarinette, hautbois, mandoline, saxophone,  synthétiseur, trombone, trompette	araignée, cloporte, papillon, mite, mouche, moucheron, abeille, guèpe, taon, moustique, bourdon, fourmi, papillon de nuit, mille-patte, coccinelle, puceron, scarabée, luciole, cigale, termite, mante religieuse, libellule, grillon, criquet, puce 	vacances, bain, montagne, nature, amitié, voyages, rire, musique, fêtes, cadeaux, films, livres, détente, relaxation, musée, art, lit, animaux, repos, silence, découverte, innovation, science, amis, jardinage	maladie, guerre, confinement, virus, dépression, suicide, mort, tristesse, enterrement, perte, solitude, racisme, génocide, torture, homophobie, peur, violence, abus, viol, harcèlement, fatigue, exclusion, catastrophe, changement climatique, pollution
original	anonymous	hr1	Šibenik, Croatia	pištolj, puška, nož, mačeta, mač, sačmarica, kalašnjikov, zolja, osti, bajuneta, dinamit, bomba, toljaga, luk i strijela, mina, top, raketa, praćka, revolver, snajper, granata, bazuka, toljaga, motka, sablja	ruža, ciklama, visibaba, jaglac, šafran, kapari, adam, điran, neven, mak, orhideja, ivančica, tulipan, ljubičica, karanfil, narcis, suncokret, pelagronija, bugenvilija, petunija, tratinčica, krizantema, jasmin, iris, runolist	gitara, violina, viola, violončelo, čelo, diple, gusle, harfa, triangl, frula, flauta, truba, trombon, saksofon, udaraljke, ksilofon, klavir, melodika, klavijature, harmonika, mandolina, klarinet, bubnjevi, rog, oboa	žohar, mrav, osa, pčela, muha, komarac, uloža, češalj, stonoga, smrdljivi martin, buba švaba, gundelj, bubamara, pauk, mušica, krpelj, leptir, uš, strizibuba, skakavac, bogomoljka, stjenica, krijesnica, vilin konjic, krumpirova zlatica	ljubav, zagrljaj, odmor, ljubljenje, sitost, plivanje, ležanje, šetanje, druženje, čitanje, kuhanje, kupanje, čistoća, sigurnost, bezbrižnost, zaštićenost, povjerenje, postignuće, zaljubljenost, oslonac, opuštenost, poletnost, uzbuđenje, samopouzdanje, razumijevanje	glad, žeđ, umor, tuga, razočaranost, ljutnja, nesigurnost, neudobnost, nasilje, neispavanost, neizvjesnost, neurednost, nečistoća, neodgovornost, ponižavanje, bol, nemar, nerazumijevanje, napor, napetost, usamljenost, potištenost, bolest, povreda, pritisak
original	anonymous	hr2	Zagreb, Croatia	Pištolj, puška, mitraljez, beretka, kalašnjikov, haubica, top, minobacač, luk i strijela, raketa, nož, mačeta, revolver, magnum, colt, strojnica, nunčatke, bumerang, nož skakavac, zračnica, snajper, skalpel, bodež, protuavionska obrana, nukelarna bomba	Maslačak, narcisa, jaglac, šafran, visibaba, ljiljan, zumbul, jorgovan, kala, hosta, tulipan, hortenzija, orhideja, neven, tratinčica, suncokret, ruža, ljubičica, afrička ljubičica, lavanda, sjedač, krizantema, klinček, cinija, maćuhica 	Violina, gitara, viola, bas, kontrabas, violončelo, harpa, klavir, glasovir, klavičembalo, čembalo, citra, lutnja, flauta, blok flauta, saksofon, klarinet, tuba, truba, trombon, dvojnice, gusle, kastanjete, gajde, bubnjevi	Muha, komarac, pauk, bubamara, božja ovčica, osa, pčela, leptir, skakavac, cvrčak, zrikavac, žohar, stjenica, uholaža, stonoga, smrdljivi martin, buha, uš, stršljan, jelenak, mrav, crveni mrav, žuti mrav, noćni leptir, gusjenica	Ugoda, radost, toplina, sunce, šalica, deka, krevet, smijeh, razgovor, ručak, kolač, godišnji odmor,  praznici, more, ljeto, bicikl, ljubaznost, pristojnost, priča, plaža, vrt, bregovi, brežuljci, zelenilo, park  	Rat, borba, šutnja, prijetnja, vrijeđanje, zlostavnjanje, maltretiranje, ucjena, testiranje, ogovaranje, trač, prisila, ignoriranje, vrućina, hladnoća, znoj, prljavština, masnoća, glad, bol, bolest, gnoj, prišt, poremećaj, omalovažavanje
original	anonymous	hr3	Koprivnica, Croatia	Pištolj, puška, nož, bomba, zolja, top, granata, snajper, zračnica, mač, mačeta, katana, strijela, toljaga, koplje, kalašnjikov,  strojnica, minobacač, revolver, sablja, bodež, praćka, samostrel, katapult, raketa	Tratinčica, ivančica, maslačak, jaglac, visibaba, tulipan, suncokret, ruža, šafran, zvončić, ciklama, iris, gladiola, božur, kala, karanfil, narcisa, mimoza, đurđica, jasmin, krizantema, ljubičica, orhideja, lavanda, ljiljan	Violina, violončelo, viola, kontrabas, bubanj, činele, zvečke, triangl, akustička gitara, električna gitara, bas gitara, flauta, blok flauta, frula, truba, klavir, piano, sintisajzer, harmonika, harfa, tuba, rog,  usna harmonika, klarinet, ksilofon	Pauk, bubamara, pčela, osa, bumbar, obad, skakavac, mrav, leptir, žohar, bogomoljka, stonoga, muha, komarac, mušica, vretence, jelenjak, zlatica, moljac, cvrčak, stjenica, ploštica, smrdljivi martin, strizibuba, krijesnica	Zagrljaj, poljubac, šećer, kupka, čaj, kava, lavanda, voda, hrana, omekšivač, glatko, seks, smijeh, znatiželja, svijeća, žaruljice, bor, Božić, prijatelji, roštilj, šuma, Netflix, HBO, deka, krevet	Silovanje, otmica, rat, vojska, oružje, ubojstvo, uhođenje, narcizam, psihopat, patologija, patološki, lažljivac, prevarant, neželjeno, bolno, glupo, prljavo, vulgarno, nasilje, vikanje, bahato, bezobrazno, nezdravo, naporno, vrijeđanje
