LANG	TYPE	WHO	VERSION	BIRTH PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
ca6	original	anonymous	3.0	Vilanova i la Geltrú, Catalunya	pistola, espasa, ganivet, rifle, martell, destral, bastó, pal, escopeta, granada, fusell, fletxa, arc, llança, bumerang, daga, falç, motoserra, tisores de mà, tisores de podar, arada, revòlver, arma d'electroxoc, forquilla, cop de puny	gira-sol, rosa, hortènsia, clavell, lliri, margarida, lavanda, gerani, petúnia, hibisc, violeta, orquídia, flor del taronger, flor del llimoner, rosella, camamilla, calèndula, flor del til·ler, flor de la menta, flor de la passió, tulipa, camèlia, gladiol, narcís, flor del cirerer	flauta travessera, flauta de bec, piano, bateria, percussió, violí, viola, arpa, gralla, flabiol, tamborino, trompeta, trombó, tuba, saxofon, clarinet, violoncel, contrabaix, xilòfon, oboè, dolçaina, baix, guitarra, ukulele, timbal	formiga, escarabat, abella, vespa, papallona, marieta, libèl·lula, abellot, escorpí, llagosta, grill, mosca, xinxa, termita, insecte pal, espiadimonis, mosquit, mosquit tigre, poll, puça, panerola, cuca de llum, tèrmit, corc, saltamartí	família, amics, música, esport, escalada, amor, amor propi, recompensa, pluja suau, aprendre, estudiar, cuidar, curar, felicitat, resiliència, esforç, capacitat d'adaptar-se, respecte, solidaritat, cooperació, comunitat, drets humans, tolerància, pau, honradesa	odi, manca de respecte, enveja, racisme, masclisme, brutícia, suor, pudor, paneroles, pols, al·lèrgia, dolor, ferida, soledat, aïllament, tristesa, humitat, ansietat, por, ràbia, fàstic, culpa, malentès, enfadar-se, frustració
ca7	original	anonymous	3.0	Sant Feliu de Llobregat, Espanya	pistola, revòlver, escopeta, ganivet, navalla, punyal, granada, fusell, garrot, fona, arc, ballesta, destral, llança, bomba, espasa, dalla, metralladora, daga, morter, maça, sabre, katana, falç, ariet	gessamí, rosa, clavell, clavellina, lliri, orquídia, margarida, gira-sol, gerani, narcís, hortènsia, iris, violeta, tulipa, peònia, magnòlia, crisantem, rosella, ginesta, calèndula, camèlia, buguenvíl·lia, caputxina, hibisc, jacint	saxòfon, flauta, clarinet, violí, viola, contrabaix, bateria, tambor, sitar, guitarra, baix, clavicèmbal, gralla, flautí, piano, harmònica, acordió, xilòfon, trompeta, tuba, oboè, fagot, castanyoles, arpa, llaüt	mosca, mosquit, arna, pregadeus, llagosta, saltamartí, cuca, escarabat, abella, borinot, vespa, libèl·lula, poll, puça, xinxa, pugó, marieta, formiga, papallona, grill, palometa, panerola, aranya, paparra, corcó	flor, perfum, neteja, sucre, tou, dolç, suau, amable, simpàtic, alegre, delicat, pau, silenci, natura, calma, amor, amistat, bellesa, son, llum, sol, felicitat, descans, benestar, música	vòmit, escombraries, cuca, pudor, brutícia, sang, suor, paràsit, insecte, moc, fàstic, repugnant, pudent, pestilència, podrit, verdet, mort, cuc, larva, ferida, infecció, carronya, diarrea, excrement, secreció
de_AT1	original	anonymous	1.0	Vienna, Austria	Pistole, Gewehr, Schwert, Dolch, Messer, Schere, Pfefferspray, Schlagstock, Stein, Bogen, Seil, Gift, Säure, Axt, Kettensäge, Hammer, Auto, Lanze, Katapult, Kanone, Blasrohr, Bombe, Schrotflinte, Elektroschocker, Machete	Rose, Tulpe, Gänseblümchen, Löwenzahn, Enzian, Veilchen, Orchidee, Holunder, Lilie, Dahlie, Hortensie, Narzisse, Sonnenblume, Nelke, Edelweiß, Schneeglöckchen, Lupine, Geranie, Mohnblume, Maiglöckchen, Hyazinthe, Männertreu, Chrysantheme, Fuchsie, Petunie	Gitarre, Klavier, Keyboard, Trompete, Oboe, Klarinette, Blockflöte, Querflöte, Triangel, Violine, Viola, Cello, Kontrabass, Trommel, Schlagzeug, Saxophon, Orgel, Zierharmonika, Harfe, Xylophon, Mundharmonika, Tuba, Posaune, Waldhorn, Pauke	Biene, Wespe, Libelle, Fliege, Wanze, Spinne, Marienkäfer, Grashüpfer, Zitronenfalter, Motte, Käfer, Hornisse, Schmetterling, Zecke, Ameise, Hummel, Floh, Schabe, Ohrwurm, Regenwurm, Eintagsfliege, Laus, Heuschrecke, Raupe, Stinkwanze	Sonnne, Urlaub, Wärme, Palmen, Essen, Natur, Ferien, Strand, Meer, Ruhe, Wasser, Musik, Schlaf, Geld, Liebe, Freundschaft, Zufriedenheit, Glück, Internet, Sport, Garten, Sommer, Gras, Luftballons, Adrenalin	laut, Schule, kalt, Autos, Stress, Trauer, Tod, Schlaflosigkeit, Hunger, Durst, Krieg, Folter, Mord, Einsamkeit, Menschen, Wartezeit, Völkermord, Angst, Wut, Hausarbeiten, Teamarbeit, trostlos, Verlust, dumm, Verzweiflung
de_AT2	original	anonymous	1.0	Salzburg, Austria and Scheinfeld, Germany	Schwert, Degen, Dolch, Pistole, Revolver, Gewehr, Maschinengewehr, Messer, Schlagring, Schlagstock, Tränengas, Speer, Bajonett, Säbel, Wasserwerfer, Betäubungsspritze, Bombe, Rakete, Torpedo, Lanze, Morgenstern, Lasso, Kanone, Rammbock, Taser	Tulpe, Gänseblümchen, Rose, Veilchen, Löwenzahn, Pusteblume,  Stiefmütterchen, Primel, Krokus, Butterblume, Mohn, Schneeglöckchen, Margarite, Klee, Schlüsselblume, Nazisse, Osterglocke, Nelke, Winterling, Märzenbecher, Immergrün, Kamille, Kornblume, Königskerze, Schlotfeger	Geige, Klavier, Flöte, Gitarre, Cello, Bratsche, Trompete, Saxophon, Posaune, Trommel, Waldhorn, Klarinette, Oboe, Kontrabass, Schlagzeug, Glockenspiel, Orgel, Violine, Pfeife, Okarina, Akkordeon, Mundharmonika, Maultrommel, Leier, Harfe	Ameise, Schmetterling, Grashüpfer, Kellerassel, Ohrenhöhler, Biene, Hummel, Wespe, Hornisse,  Schnak, Fliege, Mücke, Wasserläufer, Tausendfüßler, Fruchtfliege, Silberfischchen, Motte, Nachtfalter, Bremse, Libelle, Termite, Käfer, Maikäfer, Marienkäfer, Hirschkäfer	süß, Sonne, Schnee, Licht, Regen, weich, warm, satt, ruhig, lustig, freundlich, Freunde, Familie, Besuch, Spiele, Haustier, Katze, Hund, backen, Sofa, gemütlich, Kerze, Geschenke, Erfolg, Frieden	gemein, Dieb, grau, traurig, Einsamkeit, zurückgelassen, Armut, Not, Unglück, beschädigt, arbeitslos, Trennung, Tod, Schmerz, Niederlage, Hunger, Stress, überfordert, Langeweile, besoffen, Sucht, eng, Streit, Lärm, Gestank
de_DE1	original	anonymous	1.0	-, Germany	Pistole, Schrotflinte, Schwert, Lanze, Bombe, Granate, Pfefferspray, Elektroschocker, Kanone, Flammenwerfer, Gewehr, Messer, Armbrust, Panzer, Mine, Rakete, Axt, Degen, Dolch, Schlagring, Heugabel, Fackel, Tränengas, Spieß, Speer	Rose, Tulpe, Orchidee, Narzisse, Nelke, Enzian, Hyazinthe, Iris, Lilie, Löwenzahn, Gänseblümchen, Sonnenblume, Maiglöckchen, Veilchen, Geranie, Mohn, Osterglocke, Vergissmeinnicht , Krokus, Schneeglöckchen, Margerite, Kornblume, Eisenhut, Dahlie, Christrose	Klavier, Blockflöte, Geige,Cello, Harfe, Gitarre, Querflöte, Gitarre, Bass, Schlagzeug, Posaune, Saxophon, Klarinette, Kontrabass, E-Gitarre, Flügel, Triangel, Rassel, Orgel, Mundharmonika, Akkordeon, Bratsche, Trompete, Oboe, Tamburin	Spinne, Schmetterling, Wurm, Biene, Ameise, Fliege, Wespe, Hummel, Stechmücke, Kakerlake, Schnecke, Bettwanze, Marienkäfer, Grasmilbe, Eichenprozessionsspinner, Raupe, Mehlmotte, Schabe, Heuschrecke, Zecke, Floh, Mistkäfer, Glühwürmchen, Libelle, Stinkwanze	Glück, Freude, Familie, Freund, Sonne, Urlaub, Lachen, Vorfreude, Hobby, Freizeit, Hitzefrei, Vertrauen, Liebe, Überraschung, Erfolg, Stolz, Gewinn, Sommerabend, Verabredung, Einladung, Beförderung, Ausschlafen, Plätzchenduft, Haustier, Massage	Tod, Unfall, Krankheit, Verlust, Betrug, Einsamkeit, Streit, Katastrophe, Krise, Neid, Geiz, Untreue, Verrat, Enttäuschung, Scham, Egoismus, Langeweile, Stress, Misserfolg, Warten, Ungewissheit, Komplikation, Kündigung, Trennung, Krieg
de_DE2	original	anonymous	1.0	-, Germany	Knarre, Messer, Gewehr, Pistole, Hammer, Dolch, Lanze, Schwert, Morgenstern, Dreizack, Haken, Kanone, Dynamit, Sprengstoff, Drohne, Miene, Tompedo, Schlagstock, Knüppel, Katschi, Degen, Rakete, Axt, Speer, Bogen	Sonnenblume, Tulpe, Rose, Lavendel, Vergissmeinnicht, Margaritte, Kamille, Nelke, Hornpfeilchen, Hortensie, Schneeglöckchen, Maiglöckchen, Sonnentau, Butterblume, Pusteblume, Löwenzahn, Osterglocke, Gerbera, Dahlie, Rhododendron, Veilchen, Edelweiß, Arnika, Buschwindröschen, Stiefmütterchen	Trompete, Akkordeon, Piano, Posaune, Saxophon, Flöte, Querflöte, Oboe, Harfe, Violine, Geige, Triangle, Dudelsack, Fidel, Melodika, Mundharmonika, Trommel, Schlagzeug, Bass, Gitarre, Laute, Rassel, Klangholz, Kontrabass, Pauke	Schmetterling, Ameise, Maikäfer, Marienkäfer, Mücke, Fliege, Kakerlake, Heuschrecke, Wespe, Biene, Hummel, Grille, Hornisse, Mistkäfer, Nachtfalter, Motte, Wanzen, Laus, Libelle, Schwebefliege, Zitronenfalter, Kohlweißling, Kellerassel, Tausendfüßler, Schabe	Wärme, Freude, Hoffnung, Umarmung, Haustier, Kuss, Zuneigung, Vertrauen, Erfolg, Schokolade, Hund, Katze, Spaziergang, Feierabend, Freizeit, Feiertag, Besuch, Unternehmung, Ausflug, Verabredung, Frieden, Harmonie, Glück, Teilen, Urlaub	Kälte, Schreck, Horror, Ekel, Gespenst, Tod, Panik, Angst, Hilflosigkeit, Einsamkeit, Langeweile, Hoffnungslosigkeit, Krieg, Furcht, Krankheit, Husten, Schnupfen, Geschrei, Fieber, Schmerz, Leiden, Kummer, Lüge, Hass, Überlkeit
de_DE3	original	anonymous	1.0	Saarlouis, Germany	Schwert, Beil, Axt, Hammer, Lanze, Speer, Armbrust, Bogen, Pistole, Messer, Schrotflinte, Säbel, Scharfschützengewehr, Flammwerfer, Granatenwerfer, Raketenwerfer, Streitkolben, Morgenstern, Dolch, Schlagring, Katana, Hellebarde, Harpune, Sturmgewehr, Dreizack	Tulpe, Rose, Lilie, Veilchen, Vergissmeinnicht, Mohnblume, Ringelblume, Rittersporn, Gänseblümchen, Butterblume, Orchidee, Schneeflöckchen, Osterglocke, Lavendel, Sonnenblume, Maiglöckchen, Anemone, Fuchsie, Petonie, Begonie, Krokus, Geranie, Narzisse, Primel, Margerite	Klavier, Flügel, E-Piano, Harfe, Mundharmonika, Gitarre, Schlagzeug, Dudelsack, Trompete, Saxofon, Oboe, Flöte, Violine, Bass, Geige, Bratsche, Cello, Trommel, Pauke, Triangel, Ukulele, Orgel, Querflöte, Posaune, Tuba	Biene, Wespe, Hornisse, Hummel, Eintagsfliege, Stechmücke, Raupe, Maikäfer, Mistkäfer, Marienkäfer, Ohrenschliefer, Grashüpfer, Heuschrecke, Ameise, Libelle, Schmetterling, Motte, Flöhe, Blattlaus, Gottesanbeterin, Made, Kakerlake, Bockkäfer, Junikäfer, Wanze	Nahrung, Trinken, Freizeit, Ruhe, Frieden, Entspannung, Mitgefühl, Empathie, Liebe, Zuneigung, Sprache, Glück, Freundschaft, Beziehungen, Familie, Alltag, Kreativität, Logik, Wissen, Bildung, Intelligenz, Emotionen, Gesundheit, Interessen, Bewusstsein	Hass, Arroganz, Krieg, Zerstörung, Mord, Selbstsucht, Not, Krankheit, Rassismus, Sexismus, Gier, Hunger, Narzissmus, Isolation, allein, Wut, Gewalt, Neid, Eifersucht, Vorurteile, Schubladendenken, Betrug, Lüge, Ignoranz, Angst
de_DE4	original	anonymous	1.0	Saarbrücken, Germany	Schwert, Pistole, Speer, Dolch, Morgenstern, Kanone, Gewehr, Degen, Zwille, Steinschleuder, Schlagring, Schlagstock, Panzer, Granate, Maschinengewehr, Flak, Schrotflinte, Raketenwerfer, Bombe, Flammenwerfer, Wasserwerfer, Gasgranate, Pfeil, Giftspritze, Säbel	Sonnenblume, Rose, Nelke, Vergissmeinnicht, Butterblume, Maiglöckchen, Osterglocke, Gänseblümchen, Orchidee, Tulpe, Narzisse, Lilie, Lavendel, Amaryllis, Chrysantheme, Hortensie, Distel, Schafgarbe, Flieder, Pfingstrose, Edelweiß, Iris, Hyazinthe, Ginster, Enzian	Gitarre, Schlagzeug, Bass, Cello, Geige, Kontrabass, Bratsche, Kazoo, Violine, Piano, Klavier, Mandoline, Mandola, Harfe, Fagott, Tuba, Querflöte, Klarinette, Blockflöte, Panflöte, Triangel, Keyboard, Xylophon, Trompete, Saxophon	Spinne, Schmetterling, Raupe, Ameise, Mistkäfer, Maikäfer, Marienkäfer, Kartoffelkäfer, Ohrenschleifer, Tausendfüßler, Regenwurm, Nacktschnecke, Weinbergschnecke, Blattlaus, Wespe, Hornisse, Biene, Stubenfliege, Fruchtfliege, Borkenkäfer, Kellerassel, Schnaken, Weberknecht, Mücke, Motte	Sofa, Schokolade, schlafen, Massage, lächeln, weich, Romantik, warm, Sonne, Sport, Grillen, Spaziergang, kuscheln, Einladung, Fernsehen, entspannen, spielen, Erfolg, Urlaub, gewinnen, Freunde, Musik, Tanzen, Party, Freiheit	Krieg, Stromausfall, Internetausfall, Konfrontation, Streit, leiden, Kälte, Schmerz, Folter, Ungewissheit, Anspannung, Müdigkeit, Hunger, Durst, hintergehen, Unfall, Überfall, kaputt, Gestank, Unsicherheit, Lähmung, Albtraum, lügen, Fett, Drogen
de_DE5	original	anonymous	1.0	Sankt Wendel, Germany	Bogen, Axt, Pistole, Gewehr, Schwert, Dolch, Katana, Wurfsterne, Schrotflinte, Büchse, Revolver, Keule, Streithammer, Messer, Sense, Speer, Rakete, Bombe, Pfeil, Lanze, Landmine, Giftgas, Schlagring, Schlagstock, Taser	Ringelblume, Osterglocke, Schneeglöckchen, Margeriten, Veilchen, Lilie, Rose, Tulpe, Pfingstrose, Hortensie, Stiefmütterchen, Butterblume, Gänseblümchen, Löwenzahn, Nelke, Jasmin, Heidekraut, Maiglöckchen, Krokus, Hyazinthe, Löwenmaul, Trompetenblume, Mohn, Gemeine Wegwarte, Magnolie	Violine, Viola, Kontrabass, Cello, Bass, Cembalo, Piano, Oboe, Zither, Mundharmonika, Blockflöte, Queerflöte, Bratsche, Schlagzeug, Triangel, Posaune, Trompete, Jagdhorn, Tuba, Glockenspiel, Harfe, Schifferklavier, Orgel, Gitarre, Saxophon	Raupe, Fliege, Marienkäfer, Borkenkäfer, Hirschkäfer, Fruchtfliege, Maikäfer, Wespe, Hornisse, Biene, Glühwürmchen, Stechmücke, Silberfischchen, Motte, Ameise, Kellerassel, Wanze, Zecke, Hummel, Schwebefliege, Schabe, Kakerlake, Mehlkäfer, Regenwurm, Libelle	Liebe, Geborgenheit, Gemeinschaft, Sicherheit, Familie, Freundschaft, Zugehörigkeit, Heimatverbundenheit, Stolz sein, freundlich, Zuverlässigkeit, Loyalität, Vertrauen, Leidenschaft, Romantik, Freizeit, Feierabend, Urlaub, Besuch, Ausflüge, Entspannung, Ehe, Lebensgemeinschaft, Hobby, Sport	Leid, Verrat, Vorurteile, Hass, Angst, Wut, Unsicherheit, Abgeschlagenheit, Traurigkeit, Verzweiflung, Trauer, Einsamkeit, Arbeit, Frust, Fremdscham, Unverständnis, Uneinsichtig sein, Lügen, Unaufrichtigkeit, schlechte Gesundheit, Schmerz, Hybris, Depression, Ekel, Ablehnung
de_DE6	original	anonymous	1.0	Saarbrücken, Germany	Messer, Klinge, Sense, Schusswaffen, Revolver, Pistole, Gewehr, Schrotflinte, Granate, Luftgewehr, Sturmgewehr, Bombe, Cyberattacke, Stumpfe Gegenstände, Schläger, Brecheisen, Hammer, Pfeil und Bogen, Stock, Stein, Fäuste, Peitsche, Harpune, Pfeile, Machete	Gänseblümchen, Margeriten, Disteln, Gerbera, Hortensien, Hyazinthen, Lavendel, Lilien, Narzissen, Nelken, Orchideen, Löwenzahn, Pfingstrosen, Rosen, Stiefmütterchen, Sonnenblumen, Tulpen, Maiglöckchen, Veilchen, Flieder, Butterblume, Krokus, Mohnblume, Schneeglöckchen, Chrysanthemen	Trompete, Tuba, Blockflöte, Querflöte, Gitarre, E-Gitarre, Bass-Gitarre, Schlagzeug, Tamburin, Triangel, Becken, Cello, Geige, Horn, Posaune, Klarinette, Klavier, Akkordeon, Trommel, Harfe, Kontrabass, Violine, Keyboard, Saxophon, Violoncello	Marienkäfer, Ohrenschleifer, Kellerassel, Maikäfer, Stechmücke, Biene, Wespe, Fliege, Tausendfüßler, Spinne, Weberknecht, Ameise, Heuschrecke, Libelle, Mücke, Schabe, Schmetterling, Hummel, Zecken, Blattläuse, Wanzen, Kakerlake, Laus, Käfer, Fruchtfliege	Essen mit Familie, Treffen mit Freunden, Kino, Schwimmbadbesuch, Freundschaft, Liebe, Zusammenhalt, Solidarität, Frieden, Akzeptanz, Hilfsbereitschaft, Empathie, Sonnenschein, Urlaub am Meer, gute Unterhaltungen, Zufriedenheit, Glück, Aufrichtigkeit, Ehrlichkeit, Überraschungen, Entspannung, Kreativität, Geduld, Zugehörigkeit, Durchhaltevermögen	Hass, Neid, Krieg, schlechtes Wetter, lange Warteschlangen, Unfreundlichkeit, Stress, Druck, Gleichgültigkeit, Hinterhältigkeit, Überraschungen, Corona-Pandemie, Streit, Gewalt, Vorurteile, Ungeduld, Zeit, Einsamkeit, Betrug, Lügen, Ideenlosigkeit, Überforderung, Eifersucht, Ungerechtigkeit, Ungepflegtheit
de_DE7	original	anonymous	1.0	Riegelsberg, Germany	Katana, Kusarigama, Tetsubo, Shuriken, Makibishi, Tonfa, Kunai, Odachi, Streitkolben, Langschwert, Dolch, Kettensäge, Langbogen, Kurzbogen, Wurfspeer, Hellebarde, Armbrust, Morgenstern, M4A1, P90, Desert Eagle, Drahunov, MP7, RPG7, Glock 19	Lilie, Rose, Sonnenblume, Tulpe, Veilchen, Gänseblümche, Aster, Distel, Orchideen, Anemone, Aloe Vera, Tränendes Herz, Schneeglöckchen, Johanniskraut, Gras, Kuckucksblume, Maiglöckchen, Edelweiß, Freesie, Mohn, Narzisse, Osterglocke, Schlüsselblume, Nelke, Rittersporn	Xylophone, Banjo, Ukulele, E-Gitarre, Akkustische Gitarre, Bass, Schlagzeug, Triangel, Tuba, Klavier, Flügel, Orgel, Keyboard, Mandoline, Saxophon, Gong, Trompete, Hafe, Querflöte, Blockflöte, Bongos, Violine, Okarina, Oboe, Klarinette	Feuerameise, Biene, Wespe, Hornisse, Hummel, Schmetterling, Stechmücke, Raupe, Libelle, Heuschrecke, Fliege, Wasserassel, Rückenschwimmer, Wasserläufer, Larve, Wanze, Laus, Floh, Deutsche Schabe, Küchenschabe, Tiger-Schmetterling, Ritterfalter, Weißlinge, Birkenspanner, Ohrwurm	Dinos, Pinguine, Filme, Spiele, Gesundheit, Wiedersehen, Lagerfeuerlied, Hamster, Hunde, Katzen, Frieden, Trinken, Essen, Freiheit, Recht, Demokratie, Brücken, Musik, Bücher, Wissen, Wiederherstellung, Mathematik, Sport, Naturwissenschaften, Sprachen	Krieg, Hass, Fehlgeburten, Krankheit, Tod, Verderben, Unlustige Witze, Hoffnungslosigkeit, Verzweiflung, Einsamkeit, Dummheit, Rassismus, Aus, Verhungert, Verdunstet, Verzweifelt, Verschwendung, Zerstörung,  Zwangsarbeit, Konzentrationslager, Machtlosigkeit, Schmerzen, Getrennt, Negativ, Leiche
de_DE10	original	anonymous	1.0	Munich, Germany	Säbel, Degen, Florett, Dolch, Krummsäbel, Morgenstern, Lanze, Spieß, Muskete, Kanone, Pistole, Gewehr, Maschinengewehr, Panzer, Revolver, Handgranate, Atombombe, Wasserstoffbombe, Düsenjäger, Bomber, Kampfhubschrauber, U-Boot, Langstreckenrakete, Drohne, Sprengfalle	Gänseblümchen, Margerite, Veilchen, Schneeglöckchen, Hasenglöckchen, Löwenzahn, Märzenbecher, Tulpe, Rose, Heckenrose, Kletterrose, Vergissmeinnicht, Akelei, Wilder Salbei, Dotterblume, Geranie, Glockenblume, Enzian, Hortensien, Klatschmohn, Huflattich, Leimblume, Leinblume, Fingerhut, Orchidee	Gitarre, Mandoline, Mandola, E-Gitarre, E-Bass, Laute, Zither, Cister, Theorbe, Flöte, Querflöte, Blockflöte, Längsflöte, Harfe, Geige,  Bratsche, Cello, Gambe, Kontrabass, Trompete, Posaune, Horn, Flügelhorn, Tuba, Orgel	Ameise, Laufkäfer, Kakerlake, Termite, Waldameise, Mehlwurm, Motte, Zitronenfalter, Tagpfauenauge, Wanze, Floh, Schildwanze, Tausendfüßler, Schwarzer Moderkäfer, Kohlweißling, Marienkäfer, Maikäfer, Hirschkäfer, Borkenkäfer, Biene, Wespe, Fliege, Hummel, Hornisse, Florfliege	Liebkosungen, Getränke, Speisen, Autos, Schriften, Erfindungen, Gefühle, Pflanzen, Tiere, Musikstile, Architekturstile, Theaterstücke, Philosophien, Farben, Vögel,. Berge, Bäume, Witze, Schreibwerkzeige, Meere, Fische, Elemente, Sportarten, Gewürze, Sexstellungen	Dummheiten, Sünden, Verletzuungen, Todesarten, Feinde, Verschmutzungen, Verunglimpfungen, Lügen, Betrug, Weltverbesserungen, Naturkatastrophen, Unfälle, Pflichten, Rassen, Kunststoffe, Soziale Medien, Kriege, Helden, Kotkonsistenzen, Verbrechen, Zeitverschwendungen, Machthaber, Schädlinge, Steuern, Werbung
de_DE11	original	anonymous	1.0	Schmelz, Germany	Taschenmesser, Küchenmesser, Schlachtermesser, Beil, Degen, Florett, Säbel, Pistole, Revolver, Armbrust, Maschinengewehr, Luftgewehr, Gewehr, Schrotflinte, Maschinenpistole, Pfeil (Bogen), Speer, Pfeil (Blasrohr), Machete, Schleuder, Morgenstern, Handgranate, Teaser, Reizgas, Auto	Rose, Nelke, Tulpe, Butterblume, Narzisse, Gänseblümchen, Löwenzahn, Glockenblume, Schneeglöckchen, Krokus, Lavendel, Rosmarin, Thymian, Vergissmeinnicht, Fleißiges Lieschen, Kornblume, Aster, Sonnenblume, Dahlie, Fuchsie, Stiefmütterchen, Adventsstern, Veilchen, Hyazinthe, Primel	Geige, Bratsche, Cello, Bass, Gitarre, Bassgitarre, Schlagzeug, Klavier, Keyboard, Orgel, Xylophon, Vibraphon, Trompete, Posaune, Saxophon, Susaphon, Querflöte, Blockflöte, Harfe, Klarinette, Oboe, Fagott, Synthesizer, Akkordeon, Schalmei	Weberknecht, Kreuzspinne, Schwarze Witwe, Gottesanbeterin, Hausfliege, Schmeißfliege, Stechmücke, Hummel, Erdbiene, Honigbiene, Wespe, Holzbiene, Heupferd, Heimchen, Libelle, Kellerassel, Silberfischchen, Ohrenschleifer, Zitronenfalter, Admiral, Kohlweißling, Tagpfauenauge, Hornisse, Marienkäfer, Kartoffelkäfer	Sex, Essen, Wein, Bier, Crémant, Fernsehen, Konzert, Wandern, Spaziergang, Vortrag, Familienfest, Reise, Erfolg, Sport, Einladung, Freunde, Ausstellung, Besuche, Verwandte, Kinder, Parties, Kollegen, Konferenzen, Lesungen, Weinprobe	Arztbesuch, Krankenhausbesuch, Patientenbesuch, Steuererklärung, Versicherungen, Beerdigungen, Hunger, Durst, Kälte, Hitze, Drängelei, Unfreundlichkeit, Unverschämtheit, Rücksichtlosigkeit, Arroganz, Überheblichkeit, Schläge, Respektlosigkeit, Ignoranz, Dummheit, Inkompetenz, Selbstüberschätzung, Unreife, Arglist, Neid
de_DE12	original	anonymous	1.0	Kaiserslautern, Germany	Pistole, Gewehr, Revolver, Messer, Dolch, Schwert, Degen, Morgenstern, Speer, Pfeil, Bogen, Peitsche, Maschinengewehr, Maschinenpistole, Bombe, Granate, Stichwaffe, Säbel, Axt, Beil, Kettensäge, Wurfbeil, Korb, Streitkolben, Bügel	Gänseblümchen, Rose, Tulpe, Flieder, Lavendel, Nelke, Orchidee, Narzisse, Pfingstrose, Heidekraut, Erika, Geranie, Hängegeranie, Lilie, Petunie, Anemone, Veilchen, Vergissmeinnicht, Maiglöckchen, Edelweiß, Gerbera, Gladiole, Mohn, Hyazinthe, Krokus	Cello, Geige, Bratsche, Kontrabass, Gitarre, Tuba, Trompete, Horn, Waldhorn, Posaune, Saxophon, Klavier, Cembalo, Leier, Querflöte, Blockflöte, Triangel, Schlagzeug, Bongo, Glockenspiel, Xylofon, Panflöte, Keyboard, Akkordeon, Zither	Marienkäfer, Maikäfer, Junikäfer, Ameise, Kakerlake, Schabe, Assel, Motte, Schmetterling, Mistkäfer, Hirschkäfer, Moskito, Fruchtfliege, Mücke, Bremse, Biene, Wespe, Hummel, Hornisse, Libelle, Wanze, Laus, Floh, Heuschrecke, Gottesanbeterin	Freude, Spaß, Tanz, Feier, froh, Liebe, Familie, Freunde, lustig, verliebt, Hilfe, Natur, Sonne, Sommer, schön, Strand, Urlaub, Freiheit, Frieden, geborgen, familiär, Reise, Zusammenhalt, Kunst, Kultur	Hass, Mord, Verbrechen, Trauer, traurig, Tod, Rassismus, Krieg, eklig, Ekel, gefangen, Sexismus, Demütigung, Mobbing, Homophobie, Angst, ängstlich, besorgt, Armut, obdachlos, Misshandlung, krank, Anschläge, Waffen, Antisemitismus
de_DE13	original	anonymous	1.0	Sindelfingen, Germany	Pistole, Gewehr, Messer, Katapult, Steinschleuder, Schlagring, Schwert, Degen, Beil, Bombe, Atombombe, Munition, Maschinenpistole, Maschinengewehr, Panzer, Panzerfaust, Lanze, Pfeil, Wurfstern, Bazooka, Klappmesser, Handgranate, Tretmine, Splittergranate, Mörsergranate	Rose, Nelke, Lilie, Tulpe, Margerite, Orchidee, Stiefmütterchen, Vergissmeinnicht, Dahlie, Sonnenblume, Pfingstrose, Krokus, Narzisse, Hyazinthe, Veilchen, Butterblume, Gerbera, Geranie, Herbstzeitlose, Kornblume, Klatschmohn, Weihnachtsstern, Ringelblume, Schafgarbe, Chrysantheme	Cello, Geige, Bratsche, Kontrabass, Klavier, Oboe, Fagott, Klarinette, Waldhorn, Tuba, Posaune, Saxophon, Harfe, Orgel, Schlagzeug, Triangel, Pauke, Vibraphon, Gitarre, Banjo, Ukulele, Akkordeon, Querflöte, Xyolophon, Trompete	Schmetterling, Marienkäfer, Hirschkäfer, Maikäfer, Kakerlake, Küchenschabe, Silberfischchen, Stechmücke, Stubenfliege, Biene, Wespe, Bremse, Zitronenfalter, Admiral, Lebensmittelmotte, Kleidermotte, Libelle, Pferdebremse, Grashüpfer, Gottesanbeter, Mistkäfer, Blattlaus, Ameise, Waldameise, Stabheuschrecke	Sonnenschein, Geborgenheit, Ruhe, Gelassenheit, Liebe, Freundschaft, Freizeit, Schönheit, Vergnügen, Farbe, Symmetrie, Frieden, Natur, Schlaf, Gemütlichkeit, Spaziergang, Muße, Lachen, Entspannung, Kaffee, Kuchen, Optimismus, Glück, Zuversicht, Vertrauen	Stress, Unruhe, Hass, Trauer, Sorge, Bedenken, Depression, Krieg, Anspannung, Eile, Chaos, Leid, Zerstörung, Krach, Betrug, Hinterhalt, Streit, Trauma, Belästigung, Aufdringlichkeit, Misstrauen, Verrat, Scham, Einsamkeit, Verlust
